ID,name,url,latitude,longitude,cameraid,last_width,last_height,rating,inuse
6627,,http://commuterlink.utah.gov/1_devices/aux5.jpeg,0.0,0.0,1633,320,240,0,0
6628,,http://commuterlink.utah.gov/1_devices/aux6.jpeg,0.0,0.0,1634,320,240,0,0
6629,,http://commuterlink.utah.gov/1_devices/aux7.jpeg,0.0,0.0,1635,320,240,0,0
6630,,http://commuterlink.utah.gov/1_devices/aux8.jpeg,0.0,0.0,1636,320,240,0,0
6631,,http://commuterlink.utah.gov/1_devices/aux9.jpeg,0.0,0.0,1637,320,240,0,0
6632,,http://commuterlink.utah.gov/1_devices/aux10.jpeg,0.0,0.0,1638,320,240,0,0
6633,,http://commuterlink.utah.gov/1_devices/aux14.jpeg,0.0,0.0,1639,320,240,0,0
6634,,http://commuterlink.utah.gov/1_devices/aux22.jpeg,0.0,0.0,1640,320,240,0,0
6635,,http://commuterlink.utah.gov/1_devices/aux13.jpeg,0.0,0.0,1641,320,240,0,0
6636,,http://commuterlink.utah.gov/1_devices/aux12.jpeg,0.0,0.0,1642,320,240,0,0
6637,,http://commuterlink.utah.gov/1_devices/aux25.jpeg,0.0,0.0,1643,320,240,0,0
6638,,http://commuterlink.utah.gov/1_devices/aux11.jpeg,0.0,0.0,1644,320,240,0,0
6639,,http://commuterlink.utah.gov/1_devices/aux17.jpeg,0.0,0.0,1645,320,240,0,0
6640,,http://commuterlink.utah.gov/1_devices/aux19.jpeg,0.0,0.0,1646,320,240,0,0
6641,,http://commuterlink.utah.gov/1_devices/aux20.jpeg,0.0,0.0,1647,320,240,0,0
6642,,http://commuterlink.utah.gov/1_devices/aux16.jpeg,0.0,0.0,1648,320,240,0,0
6643,,http://commuterlink.utah.gov/1_devices/aux24.jpeg,0.0,0.0,1649,320,240,0,0
6644,,http://commuterlink.utah.gov/1_devices/aux23.jpeg,0.0,0.0,1650,320,240,0,0
6645,,http://commuterlink.utah.gov/1_devices/aux18.jpeg,0.0,0.0,1651,320,240,0,0
6646,,http://commuterlink.utah.gov/1_devices/aux15.jpeg,0.0,0.0,1652,320,240,0,0
6647,,http://commuterlink.utah.gov/1_devices/aux29.jpeg,0.0,0.0,1653,320,240,0,0
6648,,http://commuterlink.utah.gov/1_devices/aux28.jpeg,0.0,0.0,1654,320,240,0,0
6649,,http://commuterlink.utah.gov/1_devices/aux27.jpeg,0.0,0.0,1655,320,240,0,0
6650,,http://commuterlink.utah.gov/1_devices/aux26.jpeg,0.0,0.0,1656,320,240,0,0
6651,Fort Union Blvd @ Union Park - Midvale,http://commuterlink.utah.gov/1_devices/aux146.jpeg,40.624696,-111.86013,1657,320,240,0,0
6652,Hill Field Rd @ 3000 N - Layton,http://commuterlink.utah.gov/1_devices/aux423.jpeg,41.103485,-111.973268,1658,320,240,0,0
6653,500 S @ Main St - Bountiful,http://commuterlink.utah.gov/1_devices/aux14487.jpeg,40.884269,-111.880689,1659,320,240,0,0
6654,Hill Field Rd @ Antelope Dr - Layton,http://commuterlink.utah.gov/1_devices/aux435.jpeg,41.089187,-111.973441,1660,320,240,0,0
6655,Antelope Dr @ Main St - Layton,http://commuterlink.utah.gov/1_devices/aux322.jpeg,41.089178,-112.001122,1661,320,240,0,0
6656,Hill Field Rd @ Gordan Ave - Layton,http://commuterlink.utah.gov/1_devices/aux315.jpeg,41.075125,-111.97443,1662,320,240,0,0
6657,Hill Field Rd @ Main St - Layton,http://commuterlink.utah.gov/1_devices/aux425.jpeg,41.072811,-111.978884,1663,320,240,0,0
6658,I-15 Antelope Dr - Layton mp 332.8,http://commuterlink.utah.gov/1_devices/aux422.jpeg,41.089256,-111.990862,1664,320,240,0,0
6659,I-15 200 N - Kaysville mp 328.65,http://commuterlink.utah.gov/1_devices/aux227.jpeg,41.03779649,-111.9489382,1665,320,240,0,0
6660,I-15 2100 N - Centerville mp 321.4,http://commuterlink.utah.gov/1_devices/aux5133.jpeg,40.94843477,-111.8916493,1666,320,240,0,0
6661,I-15 2600 S - Woods Cross mp 315,http://commuterlink.utah.gov/1_devices/aux5129.jpeg,40.86140552,-111.9024886,1667,320,240,0,0
6662,I-15 500 S - Woods Cross mp 316.84,http://commuterlink.utah.gov/1_devices/aux5130.jpeg,40.88354345,-111.8968818,1668,320,240,0,0
6663,I-15 500 W - Bountiful mp 318.1,http://commuterlink.utah.gov/1_devices/aux5131.jpeg,40.90078425,-111.8919356,1669,320,240,0,0
6664,I-15 700 S - Clearfield mp 334.08,http://commuterlink.utah.gov/1_devices/aux5225.jpeg,41.103541,-112.004028,1670,320,240,0,0
6665,I-15 Parrish Lane - Centerville mp 319.5,http://commuterlink.utah.gov/1_devices/aux5132.jpeg,40.92139696,-111.8914972,1671,320,240,0,0
6666,I-15 Glover Lane - Farmington mp 322,http://commuterlink.utah.gov/1_devices/aux5134.jpeg,40.96534973,-111.8916756,1672,320,240,0,0
6667,I-15 Hill Field Rd - Layton mp 331.6,http://commuterlink.utah.gov/1_devices/aux226.jpeg,41.07351073,-111.976774,1673,320,240,0,0
6668,I-15 Main St - North Salt Lake mp 314.3,http://commuterlink.utah.gov/1_devices/aux5128.jpeg,40.85023496,-111.9125826,1674,320,240,0,0
6669,I-15 State St - Farmington mp 323.7,http://commuterlink.utah.gov/1_devices/aux5135.jpeg,40.98077934,-111.8966129,1675,320,240,0,0
6670,I-15 Park Lane - Farmington mp 324.44,http://commuterlink.utah.gov/1_devices/aux281.jpeg,40.98907094,-111.9059004,1676,320,240,1,0
6671,SR-67 Legacy Parkway 1900 S - Woods Cross mp 3.1,http://commuterlink.utah.gov/1_devices/aux14758.jpeg,40.871147,-111.938436,1677,320,240,0,0
6672,SR-67 Legacy Parkway 2425 S - Woods Cross mp 2.5,http://commuterlink.utah.gov/1_devices/aux14757.jpeg,40.864142,-111.943022,1678,320,240,0,0
6673,SR-67 Legacy Parkway 500 N - North Salt Lake mp 1.5,http://commuterlink.utah.gov/1_devices/aux14755.jpeg,40.85215,-111.943399,1679,320,240,0,0
6674,SR-67 Legacy Parkway 900 N - North Salt Lake mp 2.1,http://commuterlink.utah.gov/1_devices/aux14756.jpeg,40.857502,-111.943837,1680,320,240,0,0
6675,SR-67 Legacy Parkway 1200 N - Woods Cross mp 5.4,http://commuterlink.utah.gov/1_devices/aux14761.jpeg,40.901366,-111.925662,1681,320,240,0,0
6676,SR-67 Legacy Parkway 1275 N - Centerville mp 8.3,http://commuterlink.utah.gov/1_devices/aux14768.jpeg,40.93414,-111.892869,1682,320,240,0,0
6677,SR-67 Legacy Parkway 1550 S - Farmington mp 9.8,http://commuterlink.utah.gov/1_devices/aux14770.jpeg,40.957642,-111.892869,1683,320,240,0,0
6678,SR-67 Legacy Parkway 1900 N - Centerville mp 9.1,http://commuterlink.utah.gov/1_devices/aux14769.jpeg,40.946164,-111.892869,1684,320,240,0,0
6679,SR-67 Legacy Parkway 200 N - Farmington mp 12,http://commuterlink.utah.gov/1_devices/aux14773.jpeg,40.98408,-111.901694,1685,320,240,0,0
6680,SR-67 Legacy Parkway 2200 N - West Bountiful mp 6.6,http://commuterlink.utah.gov/1_devices/aux14763.jpeg,40.913394,-111.911035,1686,320,240,0,0
6681,SR-67 Legacy Parkway 250 S - Farmington mp 11.3,http://commuterlink.utah.gov/1_devices/aux14772.jpeg,40.977207,-111.897201,1687,320,240,0,0
6682,SR-67 Legacy Parkway 400 N - Woods Cross mp 4.7,http://commuterlink.utah.gov/1_devices/aux14760.jpeg,40.893965,-111.93378,1688,320,240,0,0
6683,SR-67 Legacy Parkway 800 N - Centerville mp 7.8,http://commuterlink.utah.gov/1_devices/aux14767.jpeg,40.927566,-111.898273,1689,320,240,0,0
6684,SR-67 Legacy Parkway 900 W - Centerville mp 7,http://commuterlink.utah.gov/1_devices/aux14764.jpeg,40.917888,-111.901854,1690,320,240,0,0
6685,SR-67 Legacy Parkway Glovers Lane - Farmington mp 10.5,http://commuterlink.utah.gov/1_devices/aux14771.jpeg,40.965173,-111.893022,1691,320,240,1,0
6686,SR-67 Legacy Parkway Pages Lane - West Bountiful mp 6,http://commuterlink.utah.gov/1_devices/aux14762.jpeg,40.907537,-111.915842,1692,320,240,0,0
6687,SR-67 Legacy Parkway Parrish Lane E - Centerville mp 7.5,http://commuterlink.utah.gov/1_devices/aux14766.jpeg,40.920991,-111.899601,1693,320,240,0,0
6688,SR-67 Legacy Parkway Parrish Lane W - Centerville mp 7.4,http://commuterlink.utah.gov/1_devices/aux14765.jpeg,40.920962,-111.900342,1694,320,240,0,0
6689,US-89 @ 2600 S - Bountiful,http://commuterlink.utah.gov/1_devices/aux438.jpeg,40.861621,-111.896289,1695,320,240,0,0
6690,US-89 @ 400 N - Bountiful,http://commuterlink.utah.gov/1_devices/aux436.jpeg,40.894048,-111.892212,1696,320,240,0,0
6691,US-89 @ 500 S - Bountiful,http://commuterlink.utah.gov/1_devices/aux437.jpeg,40.88424,-111.892197,1697,320,240,0,0
6692,US-89 @ Cherry Hill - Fruit Heights,http://commuterlink.utah.gov/1_devices/aux284.jpeg,41.01144994,-111.9125415,1698,320,240,0,0
6693,US-89 @ Green Rd - Fruit Heights,http://commuterlink.utah.gov/1_devices/aux286.jpeg,41.03000333,-111.9089651,1699,320,240,0,0
6694,US-89 @ Park Lane - Farmington,http://commuterlink.utah.gov/1_devices/aux280.jpeg,40.9909251,-111.9032527,1700,320,240,0,0
6695,US-89 @ Ped Bridge - Fruit Heights,http://commuterlink.utah.gov/1_devices/aux285.jpeg,41.01830178,-111.9087379,1701,320,240,0,0
6696,US-89 @ Shepard Lane NB - Farmington,http://commuterlink.utah.gov/1_devices/aux283.jpeg,41.00094808,-111.9074902,1702,320,240,0,0
6697,US-89 @ Shepard Lane SB - Farmington,http://commuterlink.utah.gov/1_devices/aux282.jpeg,41.00090287,-111.9083278,1703,320,240,0,0
6698,1000 S @ 800 E - Orem,http://commuterlink.utah.gov/1_devices/aux14738.jpeg,40.278669,-111.676297,1704,320,240,0,0
6699,1000 S @ Geneva Rd - Orem,http://commuterlink.utah.gov/1_devices/aux14541.jpeg,40.279166,-111.730323,1705,320,240,0,0
6700,Wall Ave @ 12th St - Ogden,http://commuterlink.utah.gov/1_devices/aux331.jpeg,41.244229,-111.978197,1706,320,240,0,0
6701,1600 N @ 1200 W - Orem,http://commuterlink.utah.gov/1_devices/aux14525.jpeg,40.326068,-111.724527,1707,320,240,0,0
6702,1600 N @ 400 E - Orem,http://commuterlink.utah.gov/1_devices/aux14528.jpeg,40.326426,-111.686306,1708,320,240,0,0
6703,1600 N @ 800 W - Orem,http://commuterlink.utah.gov/1_devices/aux14526.jpeg,40.326211,-111.714936,1709,320,240,0,0
6704,1600 N @ Main St - Orem,http://commuterlink.utah.gov/1_devices/aux14527.jpeg,40.326626,-111.696937,1710,320,240,0,0
6705,,http://commuterlink.utah.gov/1_devices/aux401.jpeg,0.0,0.0,1711,320,240,0,0
6706,,http://commuterlink.utah.gov/1_devices/aux14544.jpeg,0.0,0.0,1712,320,240,0,0
6707,Columbia Lane @ 1700 N - Provo,http://commuterlink.utah.gov/1_devices/aux14818.jpeg,40.256854,-111.675489,1713,320,240,0,0
6708,Riverdale Rd @ 1900 W - Roy,http://commuterlink.utah.gov/1_devices/aux328.jpeg,41.167379,-112.026009,1714,320,240,0,0
6709,200 S @ West Temple St - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux341.jpeg,40.76478913,-111.8941038,1715,320,240,0,0
6710,200 W @ 2230 N - Provo,http://commuterlink.utah.gov/1_devices/aux14305.jpeg,40.263114,-111.661955,1716,320,240,0,0
6711,US-89 North Temple @ 200 W - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux181.jpeg,40.77137846,-111.8965914,1717,320,240,0,0
6712,2100 S @ 1300 E - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux343.jpeg,40.725396,-111.853799,1718,320,240,0,0
6713,2100 S 700 W - South Salt Lake mp 17.8,http://commuterlink.utah.gov/1_devices/aux78.jpeg,40.72539806,-111.9094782,1719,320,240,0,0
6714,SR-68 Redwood Rd @ 2100 S - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux14931.jpeg,40.725895,-111.938972,1720,320,240,0,0
6715,US-89 @ 2100 S - South Salt Lake,http://commuterlink.utah.gov/1_devices/aux141.jpeg,40.7253263,-111.8879989,1721,320,240,0,0
6716,SR-154 Bangerter Hwy @ 2400 S - West Valley City mp 20.54,http://commuterlink.utah.gov/1_devices/aux267.jpeg,40.71815685,-111.9858744,1722,320,240,0,0
6717,300 W @ 3700 N - Provo,http://commuterlink.utah.gov/1_devices/aux14307.jpeg,40.282789,-111.66307,1723,320,240,0,0
6718,300 W @ 4800 N - Provo,http://commuterlink.utah.gov/1_devices/aux14309.jpeg,40.297546,-111.663031,1724,320,240,0,0
6719,300 W @ Center St - Provo,http://commuterlink.utah.gov/1_devices/aux14280.jpeg,40.233769,-111.664475,1725,320,240,0,0
6720,Riverdale Rd @ 300 W - Riverdale,http://commuterlink.utah.gov/1_devices/aux424.jpeg,41.182479,-111.990439,1726,320,240,0,0
6721,South Temple St @ 300 W - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux137.jpeg,40.7691443,-111.8998565,1727,320,240,0,0
6722,,http://commuterlink.utah.gov/1_devices/aux175.jpeg,0.0,0.0,1728,320,240,0,0
6723,SR-154 Bangerter Hwy @ 3100 S - West Valley City mp 19.44,http://commuterlink.utah.gov/1_devices/aux269.jpeg,40.7036741,-111.9803181,1729,320,240,0,0
6724,3100 S @ Decker Lake Dr - West Valley City,http://commuterlink.utah.gov/1_devices/aux9174.jpeg,40.70379503,-111.948441,1730,320,240,0,0
6725,SR-68 Redwood Rd @ 3100 S - West Valley City,http://commuterlink.utah.gov/1_devices/aux9173.jpeg,40.70380987,-111.9387219,1731,320,240,0,0
6726,Wall Ave @ 31st St - Ogden,http://commuterlink.utah.gov/1_devices/aux318.jpeg,41.208266,-111.97923,1732,320,240,0,0
6727,3300 S @ Highland Dr - Salt Lake County,http://commuterlink.utah.gov/1_devices/aux347.jpeg,40.699948,-111.850711,1733,320,240,0,0
6728,3300 S @ 700 E - South Salt Lake,http://commuterlink.utah.gov/1_devices/aux313.jpeg,40.699876,-111.871319,1734,320,240,0,0
6729,US-89 State St @ 3300 S - South Salt Lake,http://commuterlink.utah.gov/1_devices/aux142.jpeg,40.69961037,-111.8885076,1735,320,240,0,0
6730,3300 S @ Trax Station/200 W - South Salt Lake,http://commuterlink.utah.gov/1_devices/aux190.jpeg,40.69967549,-111.8970396,1736,320,240,0,0
6731,3500 S @ 5600 W - West Valley City,http://commuterlink.utah.gov/1_devices/aux288.jpeg,40.696566,-112.024831,1737,320,240,0,0
6732,SR-154 Bangerter Hwy @ 3500 S - West Valley City mp 18.93,http://commuterlink.utah.gov/1_devices/aux266.jpeg,40.69632148,-111.981122,1738,320,240,0,0
6733,3500 S @ Decker Lake Dr - West Valley City,http://commuterlink.utah.gov/1_devices/aux177.jpeg,40.69685008,-111.9473846,1739,320,240,0,0
6734,SR-68 Redwood Rd @ 3500 S - West Valley City,http://commuterlink.utah.gov/1_devices/aux176.jpeg,40.69649109,-111.9387006,1740,320,240,0,0
6735,3500 S @ 2700 W - West Valley City,http://commuterlink.utah.gov/1_devices/aux14907.jpeg,40.696679,-111.957969,1741,320,240,0,0
6736,3500 S @ 3200 W - West Valley City,http://commuterlink.utah.gov/1_devices/aux14906.jpeg,40.696638,-111.967534,1742,320,240,0,0
6737,400 N @ 1200 W - Orem,http://commuterlink.utah.gov/1_devices/aux14532.jpeg,40.30462,-111.721029,1743,320,240,0,0
6738,400 N @ Orem Blvd - Orem,http://commuterlink.utah.gov/1_devices/aux408.jpeg,40.304481,-111.700751,1744,320,240,0,0
6739,400 S @ 1200 W - Orem,http://commuterlink.utah.gov/1_devices/aux14736.jpeg,40.289891,-111.724242,1745,320,240,0,0
6740,400 S @ 300 W - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux342.jpeg,40.76044527,-111.8999319,1746,320,240,0,0
6741,400 S @ 700 E - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux314.jpeg,40.760682,-111.871071,1747,320,240,0,0
6742,400 S @ Geneva Rd - Orem,http://commuterlink.utah.gov/1_devices/aux14538.jpeg,40.289822,-111.733816,1748,320,240,0,0
6743,400 S @ Orem Blvd - Orem,http://commuterlink.utah.gov/1_devices/aux14539.jpeg,40.289787,-111.694302,1749,320,240,0,0
6744,US-89 State St @ 400 S - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux185.jpeg,40.76043327,-111.8884602,1750,320,240,0,0
6745,500 S @ 1300 E - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux140.jpeg,40.75827859,-111.8541154,1751,320,240,0,0
6746,500 S @ Guardsman Way - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux327.jpeg,40.758513,-111.845343,1752,320,240,0,0
6747,500 S @ Main St - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux138.jpeg,40.75857958,-111.890822,1753,320,240,0,0
6748,500 W @ 500 N - Provo,http://commuterlink.utah.gov/1_devices/aux14287.jpeg,40.240432,-111.667438,1754,320,240,0,0
6749,500 W @ 800 N - Provo,http://commuterlink.utah.gov/1_devices/aux14292.jpeg,40.244321,-111.66742,1755,320,240,0,0
6750,500 W @ Bulldog Blvd - Provo,http://commuterlink.utah.gov/1_devices/aux14293.jpeg,40.250662,-111.667489,1756,320,240,0,0
6751,500 W @ Center St - Provo,http://commuterlink.utah.gov/1_devices/aux14317.jpeg,40.233759,-111.667463,1757,320,240,0,0
6752,700 E @ 300 S - Provo,http://commuterlink.utah.gov/1_devices/aux14275.jpeg,40.229677,-111.646625,1758,320,240,0,0
6753,700 S @ Main St - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux186.jpeg,40.7542578,-111.8908922,1759,320,240,0,0
6754,800 N @ 800 E - Orem,http://commuterlink.utah.gov/1_devices/aux403.jpeg,0.0,0.0,1760,320,240,0,0
6755,800 N @ 800 W - Orem,http://commuterlink.utah.gov/1_devices/aux14531.jpeg,0.0,0.0,1761,320,240,0,0
6756,,http://commuterlink.utah.gov/1_devices/aux402.jpeg,0.0,0.0,1762,320,240,0,0
6757,800 S @ 1300 E - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux289.jpeg,40.751948,-111.853892,1763,320,240,0,0
6758,800 S @ 400 W - Orem,http://commuterlink.utah.gov/1_devices/aux14737.jpeg,40.28255,-111.704939,1764,320,240,0,0
6759,800 S @ 800 E - Orem,http://commuterlink.utah.gov/1_devices/aux14540.jpeg,40.282345,-111.676427,1765,320,240,0,0
6760,,http://commuterlink.utah.gov/1_devices/aux415.jpeg,0.0,0.0,1766,320,240,0,0
6761,900 E @ 700 N - Provo,http://commuterlink.utah.gov/1_devices/aux14383.jpeg,40.242982,-111.643101,1767,320,240,0,0
6762,900 E @ Birch Lane - Provo,http://commuterlink.utah.gov/1_devices/aux14299.jpeg,40.24979,-111.643134,1768,320,240,0,0
6763,900 E @ Center St - Provo,http://commuterlink.utah.gov/1_devices/aux14276.jpeg,40.233654,-111.643183,1769,320,240,0,0
6764,900 E @ Temple View - Provo,http://commuterlink.utah.gov/1_devices/aux14301.jpeg,40.259955,-111.643512,1770,320,240,0,0
6765,900 E @ University Parkway - Provo,http://commuterlink.utah.gov/1_devices/aux14300.jpeg,40.256681,-111.643225,1771,320,240,0,0
6766,900 S @ 700 E - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux139.jpeg,40.74963403,-111.8708871,1772,320,240,0,0
6767,900 W @ Center St - Provo,http://commuterlink.utah.gov/1_devices/aux14286.jpeg,40.23378,-111.674459,1773,320,240,0,0
6768,Riverdale Rd @ 900 W - Riverdale,http://commuterlink.utah.gov/1_devices/aux316.jpeg,41.178022,-112.001141,1774,320,240,0,0
6769,SR-154 Bangerter Hwy SLC Airport - SLC mp 115.3,http://commuterlink.utah.gov/1_devices/aux46.jpeg,40.76958646,-111.986721,1775,320,240,0,0
6770,US-89 Beck St @ Victory Rd - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux180.jpeg,40.79417921,-111.9032218,1776,320,240,0,0
6771,Canyon Rd @ Foothill Drive - Provo,http://commuterlink.utah.gov/1_devices/aux14488.jpeg,40.293348,-111.65298,1777,320,240,0,0
6772,,http://commuterlink.utah.gov/1_devices/aux14303.jpeg,0.0,0.0,1778,320,240,0,0
6773,Canyon Rd @ University Parkway - Provo,http://commuterlink.utah.gov/1_devices/aux14298.jpeg,40.255784,-111.656098,1779,320,240,0,0
6774,,http://commuterlink.utah.gov/1_devices/aux413.jpeg,0.0,0.0,1780,320,240,0,0
6775,,http://commuterlink.utah.gov/1_devices/aux14537.jpeg,0.0,0.0,1781,320,240,0,0
6776,,http://commuterlink.utah.gov/1_devices/aux411.jpeg,0.0,0.0,1782,320,240,0,0
6777,,http://commuterlink.utah.gov/1_devices/aux418.jpeg,0.0,0.0,1783,320,240,0,0
6778,,http://commuterlink.utah.gov/1_devices/aux14535.jpeg,0.0,0.0,1784,320,240,0,0
6779,,http://commuterlink.utah.gov/1_devices/aux14534.jpeg,0.0,0.0,1785,320,240,0,0
6780,,http://commuterlink.utah.gov/1_devices/aux14536.jpeg,0.0,0.0,1786,320,240,0,0
6781,US-89 State St @ Center St - Orem,http://commuterlink.utah.gov/1_devices/aux404.jpeg,40.297163,-111.695046,1787,320,240,0,0
6782,Foothill Dr @ 2300 E - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux334.jpeg,40.739108,-111.825048,1788,320,240,0,0
6783,Foothill Dr @ Sunnyside Ave - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux333.jpeg,40.750792,-111.830615,1789,320,240,0,0
6784,Foothill Drive at Parleys Way - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux65.jpeg,40.71724198,-111.8094238,1790,320,240,0,0
6785,Foothill Dr @ Wakara Way - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux188.jpeg,40.75538919,-111.8336769,1791,320,240,0,0
6786,Foothill Dr @ Mario Capecchi Dr - Salt Lake City,http://commuterlink.utah.gov/1_devices/aux187.jpeg,40.757333,-111.835981,1792,320,240,0,0
6787,Freedom Blvd @ Bulldog Blvd - Provo,http://commuterlink.utah.gov/1_devices/aux14291.jpeg,40.250606,-111.662018,1793,320,240,0,0
6788,,http://commuterlink.utah.gov/1_devices/aux14270.jpeg,0.0,0.0,1794,320,240,0,0
6789,,http://commuterlink.utah.gov/1_devices/aux14281.jpeg,0.0,0.0,1795,320,240,1,0
6790,,http://commuterlink.utah.gov/1_devices/aux14290.jpeg,0.0,0.0,1796,320,240,0,0
6791,,http://commuterlink.utah.gov/1_devices/aux14278.jpeg,0.0,0.0,1797,320,240,0,0
6792,,http://commuterlink.utah.gov/1_devices/aux14288.jpeg,0.0,0.0,1798,320,240,0,0
6793,,http://commuterlink.utah.gov/1_devices/aux14289.jpeg,0.0,0.0,1799,320,240,0,0
6794,,http://commuterlink.utah.gov/1_devices/aux14284.jpeg,0.0,0.0,1800,320,240,0,0
6795,,http://commuterlink.utah.gov/1_devices/aux14282.jpeg,0.0,0.0,1801,320,240,0,0
6796,Harrison Blvd @ 24th St - Ogden,http://commuterlink.utah.gov/1_devices/aux433.jpeg,41.222457,-111.948174,1802,320,240,1,0
6797,Harrison Blvd @ 30th St - Ogden,http://commuterlink.utah.gov/1_devices/aux432.jpeg,41.209924,-111.948471,1803,320,240,0,0
6798,Harrison Blvd @ 36th St - Ogden,http://commuterlink.utah.gov/1_devices/aux338.jpeg,41.197636,-111.948732,1804,320,240,0,0
6799,Harrison Blvd @ 42nd St - Ogden,http://commuterlink.utah.gov/1_devices/aux326.jpeg,41.18574,-111.949055,1805,320,240,0,0
6800,I-15 1000 N - Salt Lake City mp 310,http://commuterlink.utah.gov/1_devices/aux5121.jpeg,40.79364657,-111.9172013,1806,320,240,0,0
6801,I-15 1100 S - Salt Lake City mp 306,http://commuterlink.utah.gov/1_devices/aux112.jpeg,40.74442036,-111.903678,1807,320,240,0,0
6802,I-15 1300 S - Salt Lake City mp 305.8,http://commuterlink.utah.gov/1_devices/aux111.jpeg,40.74133286,-111.9052067,1808,320,240,0,0
6803,I-15 1500 S - Salt Lake City mp 305.6,http://commuterlink.utah.gov/1_devices/aux110.jpeg,40.73831202,-111.905149,1809,320,240,0,0
6804,I-15 1600 N - Salt Lake City mp 310.6,http://commuterlink.utah.gov/1_devices/aux5122.jpeg,40.80371777,-111.9221011,1810,320,240,0,0
6805,I-15 1700 S - Salt Lake City mp 305.3,http://commuterlink.utah.gov/1_devices/aux106.jpeg,40.73082923,-111.9038175,1811,320,240,0,0
6806,I-15 1800 N - Farr West mp 347.2,http://commuterlink.utah.gov/1_devices/aux14787.jpeg,41.289561,-112.025927,1812,320,240,0,0
6807,I-15 2100 S - Salt Lake City mp 305,http://commuterlink.utah.gov/1_devices/aux109.jpeg,40.72577962,-111.9051227,1813,320,240,0,0
6808,I-15 2250 S - South Salt Lake mp 304.5,http://commuterlink.utah.gov/1_devices/aux105.jpeg,40.72062503,-111.9048452,1814,320,240,0,0
6809,I-15 2300 N - Salt Lake City mp 311,http://commuterlink.utah.gov/1_devices/aux5123.jpeg,40.80940645,-111.9244091,1815,320,240,0,0
6810,I-15 2600 N - Salt Lake City mp 311.8,http://commuterlink.utah.gov/1_devices/aux340.jpeg,40.81792803,-111.9166004,1816,320,240,0,0
6811,I-15 26th St - Ogden mp 341.8,http://commuterlink.utah.gov/1_devices/aux14775.jpeg,41.213698,-112.000081,1817,320,240,0,0
6812,I-15 2700 N - Farr West mp 348.4,http://commuterlink.utah.gov/1_devices/aux14788.jpeg,41.306664,-112.025951,1818,320,240,0,0
6813,I-15 2700 S - South Salt Lake mp 304,http://commuterlink.utah.gov/1_devices/aux104.jpeg,40.71532013,-111.9047928,1819,320,240,0,0
6814,I-15 3000 S - South Salt Lake mp 303.5,http://commuterlink.utah.gov/1_devices/aux103.jpeg,40.70783406,-111.9041472,1820,320,240,0,0
6815,I-15 31st St - Ogden mp 341.4,http://commuterlink.utah.gov/1_devices/aux14776.jpeg,41.20552,-111.994252,1821,320,240,0,0
6816,I-15 3300 S NE - South Salt Lake mp 303,http://commuterlink.utah.gov/1_devices/aux102.jpeg,40.70041265,-111.9020167,1822,320,240,0,0
6817,I-15 3300 S SW - South Salt Lake mp 303,http://commuterlink.utah.gov/1_devices/aux101.jpeg,40.69960987,-111.9030621,1823,320,240,0,0
6818,I-15 3800 S - South Salt Lake mp 302.6,http://commuterlink.utah.gov/1_devices/aux100.jpeg,40.68983476,-111.9028609,1824,320,240,0,0
6819,I-15 400 S NE - Salt Lake City mp 307.8,http://commuterlink.utah.gov/1_devices/aux117.jpeg,40.76084852,-111.9125282,1825,320,240,0,0
6820,I-15 400 S SW - Salt Lake City mp 307.74,http://commuterlink.utah.gov/1_devices/aux116.jpeg,40.75975768,-111.9145058,1826,320,240,0,0
6821,I-15 4400 S - Riverdale mp 340.1,http://commuterlink.utah.gov/1_devices/aux5222.jpeg,41.1834,-112.013342,1827,320,240,0,0
6822,I-15 500 N - Salt Lake City mp 309,http://commuterlink.utah.gov/1_devices/aux119.jpeg,40.77798628,-111.9108747,1828,320,240,0,0
6823,I-15 500 S - Salt Lake City mp 307.6,http://commuterlink.utah.gov/1_devices/aux115.jpeg,40.75827014,-111.912042,1829,320,240,0,0
6824,I-15 5600 S - Roy mp 338.45,http://commuterlink.utah.gov/1_devices/aux5223.jpeg,41.161747,-112.022934,1830,320,240,0,0
6825,I-15 600 N - Salt Lake City mp 309.3,http://commuterlink.utah.gov/1_devices/aux120.jpeg,40.78291643,-111.9103661,1831,320,240,0,0
